Program Code,Program Title,Category Code,Category Title,Four Digit Code,Four Digit Title,Note,Warehouse Load Date,Version
360101,"Leisure and Recreational Activities, General",36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360113,Computer Games and Programming Skills,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360114,Dancing,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360118,Writing,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360119,Aircraft Pilot (Private),36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
370101,Self-Awareness and Personal Assessment,37,PERSONAL AWARENESS AND SELF-IMPROVEMENT,3701,Personal Awareness and Self-Improvement,"",06/11/14 08:42 AM,2010
380101,Philosophy,38,PHILOSOPHY AND RELIGIOUS STUDIES,3801,Philosophy,"",06/11/14 08:42 AM,2010
390603,Rabbinical and Talmudic Studies (MHL/Rav),39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3906,Theological and Ministerial Studies,"",06/11/14 08:42 AM,1990
390699,"Theological and Ministerial Studies, Other",39,THEOLOGY AND RELIGIOUS VOCATIONS,3906,Theological and Ministerial Studies,"",06/11/14 08:42 AM,2010
400000,PHYSICAL SCIENCES,40,PHYSICAL SCIENCES,4000,PHYSICAL SCIENCES,"",06/11/14 08:42 AM,1990
400200,Astronomy,40,PHYSICAL SCIENCES,4002,Astronomy,"",06/11/14 08:42 AM,1990
400202,Astrophysics,40,PHYSICAL SCIENCES,4002,Astronomy and Astrophysics,"",06/11/14 08:42 AM,2010
400299,"Astronomy and Astrophysics, Other",40,PHYSICAL SCIENCES,4002,Astronomy and Astrophysics,"",06/11/14 08:42 AM,2010
400401,"Atmospheric Sciences and Meteorology, General",40,PHYSICAL SCIENCES,4004,Atmospheric Sciences and Meteorology,"",06/11/14 08:42 AM,2010
400508,Chemical Physics,40,PHYSICAL SCIENCES,4005,Chemistry,"",06/11/14 08:42 AM,2010
400603,Geophysics and Seismology,40,PHYSICAL SCIENCES,4006,Geological and Earth Sciences/Geosciences,"",06/11/14 08:42 AM,2010
400606,Geochemistry and Petrology,40,PHYSICAL SCIENCES,4006,Geological and Earth Sciences/Geosciences,"",06/11/14 08:42 AM,2010
400703,Earth and Planetary Sciences,40,PHYSICAL SCIENCES,4007,Miscellaneous Physical Sciences,"",06/11/14 08:42 AM,1990
400807,Optics/Optical Sciences,40,PHYSICAL SCIENCES,4008,Physics,"",06/11/14 08:42 AM,2010
400899,"Physics, Other",40,PHYSICAL SCIENCES,4008,Physics,"",06/11/14 08:42 AM,2010
409900,"Physical Sciences, Other",40,PHYSICAL SCIENCES,4099,"Physical Sciences, Other","",06/11/14 08:42 AM,1990
410100,Biological Technology,41,SCIENCE TECHNOLOGIES,4101,Biological Technology,"",06/11/14 08:42 AM,1990
419999,"Science Technologies/Technicians, Other",41,SCIENCE TECHNOLOGIES/TECHNICIANS,4199,"Science Technologies/Technicians, Other","",06/11/14 08:42 AM,2010
420400,Community Psychology,42,PSYCHOLOGY,4204,Community Psychology,"",06/11/14 08:42 AM,1990
420401,Community Psychology,42,PSYCHOLOGY,4204,Community Psychology,"",06/11/14 08:42 AM,2000
421801,Educational Psychology,42,PSYCHOLOGY,4218,Educational Psychology,Moved from 13.0802,06/11/14 08:42 AM,2000
422601,Forensic Psychology,42,PSYCHOLOGY,4226,Forensic Psychology,New in 2000,06/11/14 08:42 AM,2000
422702,Comparative Psychology,42,PSYCHOLOGY,4227,Research and Experimental Psychology,Moved from 42.0501 to 42.2702,06/11/14 08:42 AM,2010
422709,Psychopharmacology,42,PSYCHOLOGY,4227,Research and Experimental Psychology,Moved from 42.2401 to 42.2709,06/11/14 08:42 AM,2010
422799,"Research and Experimental Psychology, Other",42,PSYCHOLOGY,4227,Research and Experimental Psychology,New in 2010,06/11/14 08:42 AM,2010
422804,Industrial and Organizational Psychology,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",Moved from 42.0901 to 42.2804,06/11/14 08:42 AM,2010
422813,Applied Psychology,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",New in 2010,06/11/14 08:42 AM,2010
430115,Law Enforcement Record-Keeping and Evidence Management,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4301,Criminal Justice and Corrections,New in 2010,06/11/14 08:42 AM,2010
430205,Fire/Arson Investigation and Prevention,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4302,Fire Protection,New in 2010,06/11/14 08:42 AM,2010
450400,Criminology,45,SOCIAL SCIENCES AND HISTORY,4504,Criminology,"",06/11/14 08:42 AM,1990
450604,Development Economics and International Development,45,SOCIAL SCIENCES,4506,Economics,"",06/11/14 08:42 AM,2010
450699,"Economics, Other",45,SOCIAL SCIENCES,4506,Economics,"",06/11/14 08:42 AM,2010
450700,Geography,45,SOCIAL SCIENCES AND HISTORY,4507,Geography,"",06/11/14 08:42 AM,1990
450701,Geography,45,SOCIAL SCIENCES,4507,Geography and Cartography,"",06/11/14 08:42 AM,2010
450803,European History,45,SOCIAL SCIENCES AND HISTORY,4508,History,"",06/11/14 08:42 AM,1990
450805,Public/Applied History and Archival Administration,45,SOCIAL SCIENCES AND HISTORY,4508,History,"",06/11/14 08:42 AM,1990
451301,Sociology and Anthropology,45,SOCIAL SCIENCES,4513,Sociology and Anthropology,New in 2010,06/11/14 08:42 AM,2010
460400,Construction and Building Finishers and Managers Maintenance,46,CONSTRUCTION TRADES,4604,Construction and Building Finishers and Managers Maintenance,"",06/11/14 08:42 AM,1990
460406,Glazier,46,CONSTRUCTION TRADES,4604,"Building/Construction Finishing, Management, and Inspection","",06/11/14 08:42 AM,2010
460408,Painting/Painter and Wall Coverer,46,CONSTRUCTION TRADES,4604,"Building/Construction Finishing, Management, and Inspection","",06/11/14 08:42 AM,2010
460410,Roofer,46,CONSTRUCTION TRADES,4604,"Building/Construction Finishing, Management, and Inspection","",06/11/14 08:42 AM,2010
460413,"Carpet, Floor, and Tile Worker",46,CONSTRUCTION TRADES,4604,"Building/Construction Finishing, Management, and Inspection",New in 2010,06/11/14 08:42 AM,2010
460504,Well Drilling/Driller,46,CONSTRUCTION TRADES,4605,Plumbing and Related Water Supply Services,"",06/11/14 08:42 AM,2010
469900,"Construction Trades, Other",46,CONSTRUCTION TRADES,4699,"Construction Trades, Other","",06/11/14 08:42 AM,1990
470201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4702,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","",06/11/14 08:42 AM,2010
470303,Industrial Mechanics and Maintenance Technology,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4703,Heavy/Industrial Equipment Maintenance Technologies,"",06/11/14 08:42 AM,2010
470399,"Heavy/Industrial Equipment Maintenance Technologies, Other",47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4703,Heavy/Industrial Equipment Maintenance Technologies,"",06/11/14 08:42 AM,2010
470402,Gunsmithing/Gunsmith,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4704,Precision Systems Maintenance and Repair Technologies,"",06/11/14 08:42 AM,2010
470403,Locksmithing and Safe Repair,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4704,Precision Systems Maintenance and Repair Technologies,"",06/11/14 08:42 AM,2010
470607,Airframe Mechanics and Aircraft Maintenance Technology/Technician,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4706,Vehicle Maintenance and Repair Technologies,"",06/11/14 08:42 AM,2010
150699,"Industrial Production Technologies/Technicians, Other",15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1506,Industrial Production Technologies/Technicians,"",06/11/14 08:42 AM,2010
151102,Surveying Technology/Surveying,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1511,Engineering-Related Technologies,"",06/11/14 08:42 AM,2010
151601,Nanotechnology,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1516,Nanotechnology,New in 2010,06/11/14 08:42 AM,2010
159999,"Engineering Technologies and Engineering-Related Fields, Other",15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,1599,"Engineering Technologies/Technicians, Other","",06/11/14 08:42 AM,2010
160000,FOREIGN LANGUAGES AND LITERATURES,16,FOREIGN LANGUAGES AND LITERATURES,1600,FOREIGN LANGUAGES AND LITERATURES,"",06/11/14 08:42 AM,1990
160101,"Foreign Languages and Literatures, General",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1601,"Linguistic, Comparative, and Related Language Studies and Services","",06/11/14 08:42 AM,2010
160400,"Slavic Languages, Literatures, and Linguistics, General",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160404,Albanian Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160504,Dutch/Flemish Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1605,"Germanic Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
160908,"Hispanic and Latin American Languages, Literatures, and Linguistics, General",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1609,"Romance Languages, Literatures, and Linguistics",New in 2010,06/11/14 08:42 AM,2010
161201,Classics and Classical Languages and Literatures,16,FOREIGN LANGUAGES AND LITERATURES,1612,Classical and Ancient Near Eastern Languages and Literatures,"",06/11/14 08:42 AM,1990
161403,Burmese Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1614,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
161503,Hungarian/Magyar Language and Literature,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",1615,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics","",06/11/14 08:42 AM,2010
169900,"Foreign Languages and Literatures, Other",16,FOREIGN LANGUAGES AND LITERATURES,1699,"Foreign Languages and Literatures, Other","",06/11/14 08:42 AM,1990
190401,"Family Resource Management Studies, General",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1904,Family and Consumer Economics and Related Studies,"",06/11/14 08:42 AM,2010
190599,"Foods, Nutrition, and Related Services, Other",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1905,"Foods, Nutrition, and Related Services","",06/11/14 08:42 AM,2010
190706,Child Development,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1907,"Human Development, Family Studies, and Related Services","",06/11/14 08:42 AM,2010
190799,"Human Development, Family Studies, and Related Services, Other",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1907,"Human Development, Family Studies, and Related Services","",06/11/14 08:42 AM,2010
190902,Apparel and Textile Manufacture,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1909,Apparel and Textiles,"",06/11/14 08:42 AM,2010
190904,Textile Science,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1909,Apparel and Textiles,"",06/11/14 08:42 AM,2010
190905,Apparel and Textile Marketing Management,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1909,Apparel and Textiles,"",06/11/14 08:42 AM,2010
190999,"Apparel and Textiles, Other",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1909,Apparel and Textiles,"",06/11/14 08:42 AM,2010
200401,"Institutional Food Workers and Administrators, General",20,VOCATIONAL HOME ECONOMICS,2004,Institutional Food Workers and Administrators,"",06/11/14 08:42 AM,1990
200501,"Home Furnishings and Equipment Installers and Consultants, General",20,VOCATIONAL HOME ECONOMICS,2005,Home Furnishings and Equipment Installers and Consultants,"",06/11/14 08:42 AM,1990
220101,Law,22,LEGAL PROFESSIONS AND STUDIES,2201,Law,"",06/11/14 08:42 AM,2010
220210,"International Business, Trade, and Tax Law",22,LEGAL PROFESSIONS AND STUDIES,2202,Legal Research and Advanced Professional Studies,"",06/11/14 08:42 AM,2010
220301,Legal Administrative Assistant/Secretary,22,LEGAL PROFESSIONS AND STUDIES,2203,Legal Support Services,"",06/11/14 08:42 AM,2010
230800,English Literature (British and Commonwealth),23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2308,English Literature (British and Commonwealth),"",06/11/14 08:42 AM,1990
231302,Creative Writing,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2313,Rhetoric and Composition/Writing Studies,Moved from 23.0501 to 23.1302,06/11/14 08:42 AM,2010
231303,"Professional, Technical, Business, and Scientific Writing",23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2313,Rhetoric and Composition/Writing Studies,Moved from 23.1101 to 23.1303,06/11/14 08:42 AM,2010
240102,General Studies,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2401,"Liberal Arts and Sciences, General Studies and Humanities","",06/11/14 08:42 AM,2010
240103,Humanities/Humanistic Studies,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2401,"Liberal Arts and Sciences, General Studies and Humanities","",06/11/14 08:42 AM,2010
260208,Photobiology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260403,Anatomy,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2604,Cell/Cellular Biology and Anatomical Sciences,"",06/11/14 08:42 AM,2010
260501,Microbiology/Bacteriology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2605,Microbiology/Bacteriology,"",06/11/14 08:42 AM,1990
260505,Parasitology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2605,Microbiological Sciences and Immunology,"",06/11/14 08:42 AM,2010
260609,Nutritional Sciences,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260618,Biological Immunology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260619,Virology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260707,Animal Physiology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2607,Zoology/Animal Biology,"",06/11/14 08:42 AM,2010
260709,Wildlife Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2607,Zoology/Animal Biology,"",06/11/14 08:42 AM,2010
260803,Microbial and Eukaryotic Genetics,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2608,Genetics,"",06/11/14 08:42 AM,2010
260903,Cell Physiology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
261001,Pharmacology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2610,Pharmacology and Toxicology,"",06/11/14 08:42 AM,2010
261005,Molecular Toxicology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2610,Pharmacology and Toxicology,"",06/11/14 08:42 AM,2010
470613,Medium/Heavy Vehicle and Truck Technology/Technician,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4706,Vehicle Maintenance and Repair Technologies,"",06/11/14 08:42 AM,2010
470618,Recreation Vehicle (RV) Service Technician,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS,4706,Vehicle Maintenance and Repair Technologies,New in 2010,06/11/14 08:42 AM,2010
480508,Welding Technology/Welder,48,PRECISION PRODUCTION,4805,Precision Metal Working,"",06/11/14 08:42 AM,2010
480701,"Woodworking, General",48,PRECISION PRODUCTION,4807,Woodworking,"",06/11/14 08:42 AM,2010
490202,Construction/Heavy Equipment/Earthmoving Equipment Operation,49,TRANSPORTATION AND MATERIALS MOVING,4902,Ground Transportation,"",06/11/14 08:42 AM,2010
490300,Water Transportation Workers,49,TRANSPORTATION AND MATERIALS MOVING WORKERS,4903,Water Transportation Workers,"",06/11/14 08:42 AM,1990
500708,Painting,50,VISUAL AND PERFORMING ARTS,5007,Fine and Studio Arts,"",06/11/14 08:42 AM,2010
500711,Ceramic Arts and Ceramics,50,VISUAL AND PERFORMING ARTS,5007,Fine and Studio Arts,"",06/11/14 08:42 AM,2010
500908,Voice and Opera,50,VISUAL AND PERFORMING ARTS,5009,Music,"",06/11/14 08:42 AM,2010
500910,Jazz/Jazz Studies,50,VISUAL AND PERFORMING ARTS,5009,Music,"",06/11/14 08:42 AM,2010
500911,Stringed Instruments,50,VISUAL AND PERFORMING ARTS,5009,Music,"",06/11/14 08:42 AM,2010
500914,Brass Instruments,50,VISUAL AND PERFORMING ARTS,5009,Music,New in 2010,06/11/14 08:42 AM,2010
510001,"Health and Wellness, General",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5100,"Health Services/Allied Health/Health Sciences, General",New in 2010,06/11/14 08:42 AM,2010
510507,Oral/Maxillofacial Surgery,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5105,Advanced/Graduate Dentistry and Oral Sciences,"",06/11/14 08:42 AM,2010
510509,Pediatric Dentistry/Pedodontics,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5105,Advanced/Graduate Dentistry and Oral Sciences,"",06/11/14 08:42 AM,2010
510510,Periodontics/Periodontology,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5105,Advanced/Graduate Dentistry and Oral Sciences,"",06/11/14 08:42 AM,2010
510602,Dental Hygiene/Hygienist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5106,Dental Support Services and Allied Professions,"",06/11/14 08:42 AM,2010
510706,Health Information/Medical Records Administration/Administrator,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510708,Medical Transcription/Transcriptionist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510712,Medical Reception/Receptionist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510714,Medical Insurance Specialist/Medical Biller,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510715,Health/Medical Claims Examiner,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510716,Medical Administrative/Executive Assistant and Medical Secretary,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510801,Medical/Clinical Assistant,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5108,Allied Health and Medical Assisting Services,"",06/11/14 08:42 AM,2010
510805,Pharmacy Technician/Assistant,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5108,Allied Health and Medical Assisting Services,"",06/11/14 08:42 AM,2010
510811,Pathology/Pathologist Assistant,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5108,Allied Health and Medical Assisting Services,"",06/11/14 08:42 AM,2010
