site_id,site_name,tid
1988,"Peptide deformylase, Pep_deformylase domain",104503
1989,"Progesterone receptor, Hormone_recep domain",10886
1990,"Thioredoxin reductase 1, Pyr_redox_2 domain",172
1991,"Trypanothione reductase, Pyr_redox_2 domain",264
1992,"Trypanothione reductase, Pyr_redox_2 domain",10445
1993,"Trypanothione reductase, Pyr_redox_2 domain",101089
1994,"Trypanothione reductase, Pyr_redox_2 domain",101169
1995,"Trypanothione reductase, Pyr_redox_2 domain",104451
1996,"myosin light chain kinase 2, Pkinase domain",12037
1997,"Acetylcholine receptor, Neur_chan_LBD domain",104855
1998,"Activated CDC42 kinase 1, Pkinase_Tyr domain",104669
1999,"Beta-lactamase BRO-1, Beta-lactamase2 domain",104100
2000,"Beta-lactamase pse-1, Beta-lactamase2 domain",104099
2001,"Dipeptidyl peptidase IV, Peptidase_S9 domain",10874
2002,"Dipeptidyl peptidase IV, Peptidase_S9 domain",11107
2003,"Dipeptidyl peptidase IV, Peptidase_S9 domain",11119
2004,"Dipeptidyl peptidase IV, Peptidase_S9 domain",11140
2005,"Dipeptidyl peptidase IV, Peptidase_S9 domain",20091
2006,"Dipeptidyl peptidase IX, Peptidase_S9 domain",20154
2007,"Ephrin type-A receptor 1, Pkinase_Tyr domain",101340
2008,"Ephrin type-A receptor 3, Pkinase_Tyr domain",104534
2009,"Ephrin type-A receptor 4, Pkinase_Tyr domain",30021
2010,"Ephrin type-A receptor 4, Pkinase_Tyr domain",103692
2011,"Ephrin type-A receptor 5, Pkinase_Tyr domain",30019
2012,"Ephrin type-A receptor 6, Pkinase_Tyr domain",30046
2013,"Ephrin type-A receptor 8, Pkinase_Tyr domain",30010
2014,"Ephrin type-B receptor 1, Pkinase_Tyr domain",30020
2015,"Ephrin type-B receptor 2, Pkinase_Tyr domain",11569
2016,"Ephrin type-B receptor 6, Pkinase_Tyr domain",102676
2017,"Fatty-acid amide hydrolase 2, Amidase domain",103794
2018,"G-protein coupled receptor 120, 7tm_1 domain",100956
2019,"Intracellular chorismate mutase, CM_2 domain",104594
2020,"Lanosterol 14-alpha demethylase, p450 domain",101064
2021,"Monocarboxylate transporter 10, MFS_1 domain",104658
2022,"SH2 domain-containing protein 1A, SH2 domain",105625
2023,"Serotonin 1b (5-HT1b) receptor, 7tm_1 domain",105571
2024,"Serotonin 1d (5-HT1d) receptor, 7tm_1 domain",10578
2025,"Serotonin 1d (5-HT1d) receptor, 7tm_1 domain",17106
2026,"Serotonin 1d (5-HT1d) receptor, 7tm_1 domain",105570
2027,"Steroidogenic factor 1, Hormone_recep domain",100828
2028,"Sulfonylurea receptor 1, ABC_membrane domain",164
2029,"Sulfonylurea receptor 2, ABC_membrane domain",2
2030,"5-hydroxytryptamine receptor 2C, 7tm_1 domain",104133
2031,"Anti-estrogen binding site (AEBS), EBP domain",100267
2032,"C-X-C chemokine receptor type 2, 7tm_1 domain",102882
2033,"C-X-C chemokine receptor type 5, 7tm_1 domain",103163
2034,"C-X-C chemokine receptor type 7, 7tm_1 domain",104499
2035,"CGMP-dependent protein kinase, Pkinase domain",105235
2036,"Casein kinase I isoform alpha, Pkinase domain",104150
2037,"Citron Rho-interacting kinase, Pkinase domain",101239
2038,"Dihydrofolate reductase type 1, DHFR_1 domain",12620
2039,"Glucocorticoid receptor, Hormone_recep domain",13068
2040,"Prostaglandin F2-alpha receptor, 7tm_1 domain",104336
2041,"Proteinase-activated receptor 2, 7tm_1 domain",101392
2042,"Subtilisin-like protease, Peptidase_S8 domain",104577
2043,"UDP-glucuronosyltransferase 1-1, UDPGT domain",103619
2044,"Aminodeoxychorismate lyase, Aminotran_4 domain",103149
2045,"BMP-2-inducible protein kinase, Pkinase domain",30042
2046,"Cell division protein kinase 8, Pkinase domain",101300
2047,"Cyclin-dependent kinase-like 1, Pkinase domain",101552
2048,"Cyclin-dependent kinase-like 2, Pkinase domain",101309
2049,"Cyclin-dependent kinase-like 3, Pkinase domain",103446
2050,"Cyclin-dependent kinase-like 5, Pkinase domain",103441
2051,"Dipeptidyl peptidase VIII, Peptidase_S9 domain",20151
2052,"Glucagon-like peptide 1 receptor, 7tm_2 domain",11758
2053,"Glucagon-like peptide 1 receptor, 7tm_2 domain",101585
2054,"Glucagon-like peptide 1 receptor, 7tm_2 domain",102841
2055,"Glucagon-like peptide 2 receptor, 7tm_2 domain",102687
2056,"Lysophosphatidic acid receptor 4, 7tm_1 domain",101397
2057,"Lysophosphatidic acid receptor 5, 7tm_1 domain",101505
2058,"Lysophosphatidic acid receptor 6, 7tm_1 domain",105654
2059,"NUAK family SNF1-like kinase 2, Pkinase domain",101503
2060,"Pancreatic alpha-amylase, Alpha-amylase domain",101520
2061,"Retinoid X receptor beta, Hormone_recep domain",277
2062,"Retinoid X receptor beta, Hormone_recep domain",11589
2063,"Solute carrier family 15 member 1, PTR2 domain",104632
2064,"Solute carrier family 15 member 2, PTR2 domain",104066
2065,"Amylin receptor AMY1, CALCR/RAMP1, 7tm_2 domain",104889
2066,"Amylin receptor AMY1, CALCR/RAMP1, 7tm_2 domain",104908
2067,"Amylin receptor AMY2; CALCR/RAMP2, 7tm_2 domain",104892
2068,"Amylin receptor AMY3; CALCR/RAMP3, 7tm_2 domain",104896
2069,"Amylin receptor AMY3; CALCR/RAMP3, 7tm_2 domain",104909
2070,"Bcl2 antagonist of cell death, Bcl-2_BAD domain",100966
2071,"Casein kinase I isoform gamma-3, Pkinase domain",101058
2072,"Group VII phospholipase A2 , PAF-AH_p_II domain",17124
2073,"Hydroxycarboxylic acid receptor 1, 7tm_1 domain",105181
2074,"NT-3 growth factor receptor, Pkinase_Tyr domain",101034
2075,"Retinoid X receptor alpha, Hormone_recep domain",11559
2076,"Retinoid X receptor gamma, Hormone_recep domain",266
2077,"Retinoid X receptor gamma, Hormone_recep domain",12793
2078,"Solute carrier family 22 member 3, MFS_1 domain",104614
2079,"Solute carrier family 22 member 7, MFS_1 domain",104465
2080,"Transmembrane protease serine 4, Trypsin domain",105644
2081,"Transmembrane protease serine 6, Trypsin domain",104219
2082,"cGMP-dependent protein kinase 2, Pkinase domain",11018
2083,"ALK tyrosine kinase receptor, Pkinase_Tyr domain",101550
2084,"Beta-glucosidase cytosolic, Glyco_hydro_1 domain",11816
2085,"Class 1 phosphodiesterase PDEB1, PDEase_I domain",104504
2086,"Class I phosphodiesterase PDEB1, PDEase_I domain",105244
2087,"G-protein coupled receptor ChemR23, 7tm_1 domain",100822
2088,"Gastrin releasing peptide receptor, 7tm_1 domain",11169
2089,"Ileal sodium/bile acid cotransporter, SBF domain",104649
2090,"Kynurenine 3-monooxygenase, FAD_binding_3 domain",11845
2091,"Matrix metalloproteinase-9, Peptidase_M10 domain",101350
2092,"Nuclear receptor ROR-gamma, Hormone_recep domain",103982
2093,"Phospholipase A2, acidic, Phospholip_A2_1 domain",101244
2094,"Plasma retinol-binding protein, Lipocalin domain",17041
2095,"Protoporphyrinogen oxidase, Amino_oxidase domain",102558
2096,"Scavenger receptor class B member 1, CD36 domain",103999
2097,"Sphingosine 1-phosphate receptor 1, 7tm_1 domain",104358
2098,"Acidic mammalian chitinase, Glyco_hydro_18 domain",104569
2099,"Death-associated protein kinase 1, Pkinase domain",11150
2100,"Death-associated protein kinase 2, Pkinase domain",10778
2101,"Enoyl-acyl carrier reductase, adh_short_C2 domain",103501
2102,"GABA receptor rho-1 subunit, Neur_chan_LBD domain",13064
2103,"GABA receptor rho-2 subunit, Neur_chan_LBD domain",11756
2104,"Phospholipase A2 group 1B, Phospholip_A2_1 domain",17007
2105,"Serine/threonine-protein kinase 2, Pkinase domain",30035
2106,"TRAF2- and NCK-interacting kinase, Pkinase domain",30047
2107,"Vascular endothelial growth factor A, PDGF domain",187
2108,"Calcium-dependent protein kinase 1, Pkinase domain",104318
2109,"Casein kinase I isoform alpha-like, Pkinase domain",101222
2110,"Cyclin-dependent kinase 1/cyclin B, Pkinase domain",104709
2111,"Cyclin-dependent kinase 2/cyclin A, Pkinase domain",104710
2112,"Cyclin-dependent kinase 2/cyclin E, Pkinase domain",104708
2113,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",104808
2114,"Growth factor receptor-bound protein 2, SH2 domain",12179
2115,"Growth factor receptor-bound protein 7, SH2 domain",103847
2116,"Mitogen-activated protein kinase 4, Pkinase domain",101538
2117,"Mitogen-activated protein kinase 6, Pkinase domain",101078
2118,"Mitogen-activated protein kinase 9, Pkinase domain",104537
2119,"Muscarinic acetylcholine receptor M3, 7tm_1 domain",10649
2120,"Phospholipase A2 group IIC, Phospholip_A2_1 domain",10353
2121,"Serine/threonine-protein kinase 10, Pkinase domain",30006
2122,"Serine/threonine-protein kinase 11, Pkinase domain",101032
2123,"Serine/threonine-protein kinase 16, Pkinase domain",30004
2124,"Serine/threonine-protein kinase 24, Pkinase domain",101056
2125,"Serine/threonine-protein kinase 25, Pkinase domain",101231
2126,"Serine/threonine-protein kinase 33, Pkinase domain",101410
2127,"Serine/threonine-protein kinase 35, Pkinase domain",101270
2128,"Serine/threonine-protein kinase 36, Pkinase domain",30041
2129,"Serine/threonine-protein kinase 38, Pkinase domain",103095
2130,"Serotonin 3 (5-HT3) receptor, Neur_chan_LBD domain",104698
2131,"Serotonin 3 (5-HT3) receptor, Neur_chan_LBD domain",104714
2132,"Sodium/hydrogen exchanger 2, Na_H_Exchanger domain",11098
2133,"Solute carrier family 22 member 1, Sugar_tr domain",104605
2134,"Solute carrier family 22 member 1, Sugar_tr domain",104611
2135,"Solute carrier family 22 member 2, Sugar_tr domain",104063
2136,"Solute carrier family 22 member 2, Sugar_tr domain",104124
2137,"Solute carrier family 22 member 2, Sugar_tr domain",104603
2138,"Solute carrier family 22 member 3, Sugar_tr domain",104125
2139,"Solute carrier family 22 member 4, Sugar_tr domain",104608
2140,"Solute carrier family 22 member 5, Sugar_tr domain",102941
2141,"Solute carrier family 22 member 5, Sugar_tr domain",104634
2142,"Solute carrier family 22 member 7, Sugar_tr domain",104612
2143,"Solute carrier family 22 member 8, Sugar_tr domain",103830
2144,"Solute carrier family 22 member 8, Sugar_tr domain",104607
2145,"Thyroid stimulating hormone receptor, 7tm_1 domain",78
2146,"Avian myoblastosis virus polyprotein II, rve domain",100684
2147,"Catechol O-methyltransferase, Methyltransf_3 domain",105412
2148,"Cyclin-dependent kinase 1/cyclin B1, Pkinase domain",104296
2149,"Cyclin-dependent kinase 2/cyclin E1, Pkinase domain",104299
2150,"Cyclin-dependent kinase 4/cyclin D1, Pkinase domain",104295
2151,"Cyclin-dependent kinase 7/ cyclin H, Pkinase domain",104911
2152,"Dual specificity protein kinase TTK, Pkinase domain",30011
2153,"Dual specificity protein phosphatase 2, DSPc domain",105204
2154,"Fatty acid-binding protein, liver, Lipocalin domain",100981
2155,"Follicle stimulating hormone receptor, 7tm_1 domain",99
2156,"Follicle stimulating hormone receptor, 7tm_1 domain",19900
2157,"G protein-coupled receptor kinase 4, Pkinase domain",101584
2158,"G protein-coupled receptor kinase 7, Pkinase domain",103062
2159,"G-protein coupled estrogen receptor 1, 7tm_1 domain",102690
2160,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",74
2161,"GABA receptor alpha-2 subunit, Neur_chan_LBD domain",12770
2162,"GABA receptor alpha-3 subunit, Neur_chan_LBD domain",12757
2163,"GABA receptor alpha-3 subunit, Neur_chan_LBD domain",12758
2164,"GABA receptor alpha-4 subunit, Neur_chan_LBD domain",11191
2165,"GABA receptor alpha-4 subunit, Neur_chan_LBD domain",11439
2166,"GABA receptor alpha-5 subunit, Neur_chan_LBD domain",11440
2167,"GABA receptor alpha-5 subunit, Neur_chan_LBD domain",11670
2168,"GABA receptor alpha-6 subunit, Neur_chan_LBD domain",11463
2169,"GABA receptor gamma-1 subunit, Neur_chan_LBD domain",11492
2170,"Mitogen-activated protein kinase 15, Pkinase domain",100833
2171,"Muscle glycogen phosphorylase, Phosphorylase domain",11243
2172,"Orphan nuclear receptor LRH-1, Hormone_recep domain",100827
2173,"Penicillin-binding protein 1, Transpeptidase domain",100045
2174,"Penicillin-binding protein 3, Transpeptidase domain",100046
2175,"Prostaglandin E2 receptor EP4 subtype, 7tm_1 domain",104393
2176,"Ribosomal protein S6 kinase alpha 6, Pkinase domain",10939
2177,"Serine/threonine protein kinase NLK, Pkinase domain",100931
2178,"Serine/threonine-protein kinase 17A, Pkinase domain",30045
2179,"Serine/threonine-protein kinase 17B, Pkinase domain",30005
2180,"Serine/threonine-protein kinase 32A, Pkinase domain",102774
2181,"Serine/threonine-protein kinase 32B, Pkinase domain",101607
2182,"Serine/threonine-protein kinase 32C, Pkinase domain",101180
2183,"Serine/threonine-protein kinase GAK, Pkinase domain",20020
2184,"Serine/threonine-protein kinase ICK, Pkinase domain",103455
2185,"Serine/threonine-protein kinase MAK, Pkinase domain",103435
2186,"Solute carrier family 22 member 11, Sugar_tr domain",104618
2187,"Solute carrier family 22 member 16, Sugar_tr domain",104663
2188,"cGMP-gated cation channel alpha 1, Ion_trans domain",100306
2189,"Acetylpolyamine aminohydrolase, Hist_deacetyl domain",104267
2190,"Acylamino-acid-releasing enzyme, Peptidase_S9 domain",104524
2191,"Amiloride-sensitive sodium channel, ENaC, ASC domain",104888
2192,"BR serine/threonine-protein kinase 1, Pkinase domain",101269
2193,"C5a anaphylatoxin chemotactic receptor, 7tm_1 domain",101549
2194,"Coagulation factor VII/tissue factor, Trypsin domain",104778
2195,"Dual specificity protein kinase CLK4, Pkinase domain",30036
2196,"Eukaryotic translation initation factor, IF4E domain",100147
2197,"G-protein coupled bile acid receptor 1, 7tm_1 domain",100857
2198,"G-protein coupled bile acid receptor 1, 7tm_1 domain",102921
2199,"G-protein coupled bile acid receptor 1, 7tm_1 domain",103561
2200,"Inhibitor of NF-kappa-B kinase (IKK), Pkinase domain",105023
2201,"Insulin receptor-related protein, Pkinase_Tyr domain",101211
2202,"Penicillin-binding protein 1A, Transpeptidase domain",103552
2203,"Penicillin-binding protein 2B, Transpeptidase domain",103544
2204,"Penicillin-binding protein 2X, Transpeptidase domain",103549
2205,"Penicillin-binding protein 2a, Transpeptidase domain",19669
2207,"Phosphorylase kinase gamma subunit 1, Pkinase domain",11361
2208,"Phosphorylase kinase gamma subunit 2, Pkinase domain",12735
2209,"Putative silent information regulator 2, SIR2 domain",105593
2210,"Ribosomal protein S6 kinase (P70S6K), Pkinase domain",105025
2211,"Serine/threonine-protein kinase MST1, Pkinase domain",30024
2212,"Serine/threonine-protein kinase MST2, Pkinase domain",30039
2213,"Serine/threonine-protein kinase NEK6, Pkinase domain",30038
2214,"Serine/threonine-protein kinase NEK7, Pkinase domain",100836
2215,"Serine/threonine-protein kinase NEK9, Pkinase domain",30030
2216,"Serine/threonine-protein kinase NIM1, Pkinase domain",100824
2217,"Serine/threonine-protein kinase Nek1, Pkinase domain",101359
2218,"Serine/threonine-protein kinase Nek3, Pkinase domain",102421
2219,"Serine/threonine-protein kinase Nek4, Pkinase domain",101349
2220,"Serine/threonine-protein kinase Nek5, Pkinase domain",101045
2221,"Serine/threonine-protein kinase OSR1, Pkinase domain",103433
2222,"Serine/threonine-protein kinase SBK1, Pkinase domain",103458
2223,"Serine/threonine-protein kinase SIK1, Pkinase domain",101433
2224,"Serine/threonine-protein kinase SIK2, Pkinase domain",101504
2225,"Serine/threonine-protein kinase SIK3, Pkinase domain",102770
2226,"Serine/threonine-protein kinase Sgk3, Pkinase domain",102465
2227,"Serine/threonine-protein kinase TAO1, Pkinase domain",101131
2228,"Serine/threonine-protein kinase TAO2, Pkinase domain",103140
2229,"Serine/threonine-protein kinase TAO3, Pkinase domain",101506
2230,"Serine/threonine-protein kinase TBK1, Pkinase domain",105490
2231,"Serine/threonine-protein kinase ULK1, Pkinase domain",101411
2232,"Serine/threonine-protein kinase ULK2, Pkinase domain",101191
2233,"Serine/threonine-protein kinase ULK3, Pkinase domain",101048
2234,"Serine/threonine-protein kinase VRK2, Pkinase domain",103855
2235,"Serine/threonine-protein kinase pknB, Pkinase domain",104316
2236,"Serotonin 3b (5-HT3b) receptor, Neur_chan_LBD domain",11305
2237,"Soluble acetylcholine receptor, Neur_chan_LBD domain",104447
2238,"Sulfonylurea receptor 1, Kir6.2, ABC_membrane domain",104852
2239,"Sulfonylurea receptor 2, Kir6.2, ABC_membrane domain",104782
2240,"Estrogen-related receptor gamma, Hormone_recep domain",11255
2241,"Gastric inhibitory polypeptide receptor, 7tm_2 domain",100290
2242,"Gastric inhibitory polypeptide receptor, 7tm_2 domain",101253
2243,"Hepatocyte growth factor receptor, Pkinase_Tyr domain",104566
2244,"Influenza A virus Hemagglutinin, Hemagglutinin domain",100033
2245,"MAP kinase-activated protein kinase 2, Pkinase domain",11710
2246,"Probable G-protein coupled receptor 142, 7tm_1 domain",104598
2247,"Probable G-protein coupled receptor 142, 7tm_1 domain",104599
2248,"Protein-tyrosine phosphatase 1E, Y_phosphatase domain",11618
2249,"Protein-tyrosine phosphatase G1, Y_phosphatase domain",10756
2250,"Serine/threonine-protein kinase DCLK1, Pkinase domain",101281
2251,"Serine/threonine-protein kinase DCLK2, Pkinase domain",101221
2252,"Serine/threonine-protein kinase DCLK3, Pkinase domain",101448
2253,"Serine/threonine-protein kinase LATS1, Pkinase domain",101465
2254,"Serine/threonine-protein kinase LATS2, Pkinase domain",101602
2255,"Serine/threonine-protein kinase MARK1, Pkinase domain",101612
2256,"Serine/threonine-protein kinase Nek11, Pkinase domain",102473
2257,"Serine/threonine-protein kinase PAK 1, Pkinase domain",30025
2258,"Serine/threonine-protein kinase PAK 2, Pkinase domain",100071
2259,"Serine/threonine-protein kinase PAK 3, Pkinase domain",11908
2260,"Serine/threonine-protein kinase SRPK1, Pkinase domain",100789
2261,"Serine/threonine-protein kinase SRPK2, Pkinase domain",101496
2262,"Serine/threonine-protein kinase SRPK3, Pkinase domain",100975
2263,"Thioredoxin glutathione reductase, Pyr_redox_2 domain",102962
2264,"Aldehyde dehydrogenase 1, mitochondrial, Aldedh domain",101377
2265,"CG8425-PA [Drosophila melanogaster], COesterase domain",18010
2266,"Carbonic anhydrase 2, isoform A, Carb_anhydrase domain",105641
2267,"Glycine receptor subunit alpha-1, Neur_chan_LBD domain",12235
2268,"HTH-type transcriptional regulator EthR, TetR_N domain",105219
2269,"Leukocyte tyrosine kinase receptor, Pkinase_Tyr domain",101484
2270,"Melanin-concentrating hormone receptor 1, 7tm_1 domain",104379
2271,"Melanin-concentrating hormone receptor 1, 7tm_1 domain",104527
2272,"SPS1/STE20-related protein kinase YSK4, Pkinase domain",102799
2273,"Serine/threonine-protein kinase MRCK-A, Pkinase domain",100845
2274,"Serine/threonine-protein kinase haspin, Pkinase domain",103102
2275,"Adrenomedullin receptor AM1; CALCRL/RAMP2, 7tm_2 domain",104887
